District,Date,Operator,Lease/Facility Name,Lease/ID,API#,Drill Permit #,Well #,Field Name,County,Fire,H2S,Injuries,Deaths,Remarks
2,4/2/82,BORDER EXPLORATION COMPANY,Jack Grant,,,,1,,Goliad,N,N,0.0,0.0,
3,3/18/82,PRODECO,Bowman,,,,1,,Brazos,N,N,5.0,0.0,
7B,3/12/82,"P & R OIL, INCORPORATED",McConnell,,,,1,,Stephens,N,N,0.0,0.0,
9,3/7/82,"CRAWFORD ENERGY, INC.",Kyle,22192.0,,,,Kyle (Miss),Hardeman,N,N,0.0,0.0,
3,3/2/82,"WILLIAMS, CLAYTON W.",Wilburn H. Hackebeil Unit,,,,1,Giddings (Austin Chalk),Fayette,N,N,0.0,0.0,
6,2/25/82,DAMSON OIL CORPORATION,Bennett Unit #1,,,,3,Oakhill,Rusk,N,N,0.0,0.0,
3,2/24/82,GETTY OIL COMPANY,State Tract 75,,,,1,Umbrella Point,Chambers,N,N,0.0,0.0,
6,2/6/82,GRACE PETROLEUM CORPORATION,Bradshaw Gas Unit,,,,1,Wildcat,Upshur,N,N,0.0,0.0,
8,1/19/82,"WOOD & LOCKER, INC.","Blalock ""33""",27261.0,,,1,Wildcat,Glasscock,N,N,0.0,0.0,
3,1/14/82,"ZONERGY, INC.",Bates,,,,4,Giddings (Austin Chalk),Burleson,N,N,0.0,0.0,
3,1/11/82,INGRAM EXPLORATION COMPANY,State Lease 20-L NE/4,,,,2,Wildcat,Jefferson,N,N,0.0,0.0,
6,1/3/82,HILLIARD OIL & GAS,Ramsey,,,,1,Wildcat,Cass,N,N,0.0,0.0,
8,1/3/82,TENNECO OIL COMPANY,J. A. Green,,,,1,Wildcat,Pecos,N,N,0.0,0.0,
6,12/12/81,ROBINSON BROTHERS DRILLING CO.,Clara Glaspie Gas Unit,,,,1,Dirgin (Cotton Valley),Rusk,N,N,0.0,0.0,
3,12/6/81,"CHAMPLIN EXPLORATION, INC.",Gerdes-Bredthauer,,,,3,Giddings (Austin Chalk),Lee,N,N,0.0,0.0,
7C,12/2/81,"DESANA CORPORATION, THE",Baker,,,,2,Wildcat,Runnels,Y,N,2.0,0.0,
10,11/16/81,H & L OPERATING COMPANY,Entrekin,,,,1-26,Hansford (Morrow Lo),Hansford,N,N,0.0,0.0,
3,11/10/81,U S OPERATING COMPANY,Roy,,,,1,Giddings (Austin Chalk),Lee,Y,N,0.0,0.0,
3,11/5/81,GEO SOUTHERN ENERGY CORP.,Betty Sue,,,,1,Giddings (Austin Chalk),Burleson,N,N,0.0,0.0,
8,11/1/81,H C W,"Syndicate Fee ""A""",,,,3,"Costa (Clfk., Lo.)",Crane,N,N,0.0,0.0,
3,10/30/81,"WILLIAMS, CLAYTON W., JR.",Patsy Bryant,,,,2,Giddings (Austin Chalk),Burleson,N,N,0.0,0.0,
8A,10/29/81,BISON OIL,Everett,,,,1,Wicker (Strawn),Borden,N,N,0.0,0.0,
3,10/26/81,SANTA FE ENERGY COMPANY,Cannady,,,,1,Wildcat,Fayette,N,N,0.0,0.0,
7B,10/8/81,SEELY OIL COMPANY,"Black ""2060""",,,,1,Wildcat,Stephens,N,N,0.0,0.0,
10,10/4/81,APACHE CORPORATION,Key,,,,1,"Key (Morrow, Up)",Wheeler,N,N,0.0,0.0,
8,10/3/81,ATAPCO,Lineberry,,,,1,Wildcat (Atoka),Loving,Y,N,0.0,0.0,
9,9/22/81,SPRINGFIELD OIL COMPANY,Spikes,,,,A-1,Atoka (Congl.),Clay,N,N,0.0,0.0,
9,9/13/81,"EVANS, NORMAN",Neita Retta,,,,1,Young County Regular,Young,Y,N,0.0,0.0,
3,9/10/81,"MARINO, CHARLES B.",E. E. Alexander,,,,1,Leggett,Polk,N,N,0.0,0.0,
5,9/3/81,GETTY OIL COMPANY,A. M. Ferguson,,,,1,"Winkler, S (CVL)",Freestone,N,Y,0.0,0.0,
4,8/27/81,"JOHNSON, WILLIAM D.",F. Hunter,,,,4,"White Point, East",San Patricio,N,N,0.0,0.0,
6,8/27/81,ZIDER RESOURCES,Frank Brown,,,,1,Wildcat,Rusk,N,N,0.0,0.0,
3,8/22/81,LOGUE & PATTERSON,Whitting,,,,1,,Wharton,N,N,0.0,0.0,
1,8/21/81,DULCE COMPANY,Pryor,,,,37,Wildcat,Zavala,N,N,0.0,0.0,
3,8/19/81,ENERGY RESOURCES O & G CORP.,Third Nat. Bank of Nashville,,,,1,Sarah White,Galveston,N,N,0.0,0.0,
8A,8/18/81,ENERGY RESERVES GROUP,George Sweet,,,,1,Wildcat (694'),Kent,N,N,0.0,0.0,(Well Caved in @ 694')
3,8/18/81,"EXXON COMPANY, U.S.A.",Webster Field Unit,,,,2402,Webster,Harris,N,N,0.0,0.0,
8,8/3/81,CONOCO,"Univ. ""7""",,,,1,Hutex (Dev),Andrews,Y,N,2.0,1.0,
3,7/10/81,VISA ENERGY CORPORATION,Van Riper,,,,1,Wildcat,Galveston,N,N,1.0,0.0,
8,7/9/81,PETRO-LEWIS,State,,,,16,,Crane,N,Y,0.0,0.0,
6,7/9/81,SESCO PRODUCTION COMPANY,W. G. Mitchell,,,,1,Chapel Hill,Gregg,N,N,0.0,0.0,
2,6/21/81,GETTY OIL COMPANY,State Tract 94,,,,1,Wildcat,Calhoun,N,N,0.0,0.0,
8,6/15/81,LADD PETROLEUM CORPORATION,Gomez South Unit,,,,2-A,Gomez (Fusselman),Pecos,N,N,0.0,0.0,
1,6/12/81,K P EXPLORATION,Gulf Coast,,,,14,Sacatosa,Maverick,Y,N,0.0,0.0,
7C,6/12/81,"TERRA RESOURCES, INC.",E. M. Corbett Est.,,,,1,Wildcat,Upton,Y,N,0.0,0.0,
3,6/8/81,"NRG RESOURCES, INC.",Kirby,,,,1,Sour Lake,Hardin,Y,Y,0.0,0.0,
3,6/6/81,"WILLIAMS, CLAYTON",Burkhart,,,,1,Giddings,Fayette,N,N,0.0,0.0,
1,5/22/81,GOLDSTON OIL COMPANY,Lindholm,,,,1,Barrannca,McMullen,N,N,0.0,0.0,
8,5/18/81,"HENDRIX, JOHN H. CORPORATION","Abell City ""B""",,,,1,Abell,Pecos,N,Y,0.0,0.0,
3,5/18/81,LEAR PETROLEUM EXPLORATION,J. M. Carpenter,,,,1,Wildcat,Jefferson,N,N,0.0,0.0,
3,5/7/81,BLACK JACK RESOURCES,Obenhaus,,,,1,Wildcat,Wharton,N,N,0.0,0.0,
6,5/6/81,MARSHALL EXPLORATION,Miller Kidd,,,,1,Carlile & Howell (6430),Shelby,N,N,0.0,0.0,
3,4/30/81,PRAIRIE PRODUCTION,Summers,,,,2,Rugeley,Matagorda,N,N,0.0,0.0,
8A,4/29/81,"ELLPEN, INC.",Earnest,62912.0,,,10,Sharon Ridge (1700),Mitchell,N,N,0.0,0.0,
3,4/28/81,CRH CORPORATION,May,82282.0,,,1,Goose Creek,Harris,N,N,0.0,0.0,
3,4/23/81,"AMMEX PETROLEUM, INC.",Wanda Unit,,,,1,Giddings,Fayette,Y,N,0.0,0.0,
3,4/18/81,"RILEY, JIM",P. D. Maxwell,,,,3-D,Joyce Richardson,Harris,N,N,0.0,0.0,
8,4/8/81,UNION TEXAS PETROLEUM,China Lake,,,,1,Wildcat,Ward,N,N,0.0,0.0,
7B,4/3/81,WESTERN ENERGY RESOURCES,Wells,,,,1,,Palo Pinto,N,N,0.0,0.0,
3,4/2/81,"AMMEX PETROLEUM, INC.",Massey Graves,,,,3,Giddings (Austin Chalk),Burleson,N,N,3.0,0.0,
2,3/20/81,U. S. STEEL,Uranium Monitor Well,,,,727-MD,,Live Oak,N,N,0.0,0.0,
6,3/12/81,GENE POWELL,Bonner,8328.0,,,6,East Texas,Gregg,N,N,0.0,0.0,
2,3/11/81,TENNECO,J. Blackburn,,,,38,Berclair (155O Sd),Goliad,N,N,0.0,0.0,
3,3/7/81,VALERO GAS STORAGE COMPANY,Storage Well,,,,3,Boling Salt Dome,Wharton,N,N,0.0,0.0,
7C,3/2/81,"PRODUCTION LEASE SERVICES, INC.",Mallory,,,,1-A,Saxon,Runnels,N,N,0.0,0.0,
7B,3/1/81,FAGADAU ENERGY CORPORATION,C. W. Wulfgen,17603.0,,,1,"Four J (Congl. 3,650)",Stephens,Y,N,0.0,0.0,
8A,2/28/81,UNION OF CALIFORNIA,North of Hillcrest Country club,,,,,,Lubbock,,,,,
8A,2/28/81,UNION OF CALIFORNIA,McCaully,,,,3,,Lubbock,N,N,0.0,0.0,
3,2/15/81,"ZONERGY, INC.",Bates,,,,3,Giddings,Burleson,N,N,0.0,0.0,
9,1/30/81,MITCHELL ENERGY COMPANY,C. A. Lawrence,,,,10,Boonsville,Wise,N,N,0.0,0.0,
7B,1/23/81,RIDGE OIL COMPANY,Guy Robinson Ranch,92784.0,,,5,"Brad, SW (Big Saline Congl.)",Palo Pinto,Y,N,0.0,0.0,
7C,1/16/81,"LAWRENCE, C. F. & ASSOCIATES","Todd ""N""",,,,1,"Todd, SW (San Andres Lower)",Crockett,N,N,0.0,0.0,
8,1/15/81,BASS ENTERPRISES PRODUCTION CO.,J. B. Walton,,,,,8 miles N.E. of Kermit,Winkler,N,N,0.0,0.0,
7B,1/9/81,"KING, FRANK J.",Melvin Stephens,,,,1,Wildcat,Parker,N,N,0.0,0.0,
8,1/7/81,MARATHON OIL COMPANY,Yates Field Unit,24001.0,,,50A01,Yates,Pecos,N,Y,0.0,0.0,
3,1/7/81,SHELL OIL COMPANY,Plow Reality,,,,18,Sheridan,Colorado,N,N,0.0,0.0,
5,1/1/81,TIPCO,Gus Lanier,,,,1,Hilltop Resort (Bossier),Leon,N,N,0.0,0.0,
8A,12/26/80,AMERADA HESS CORPORATION,SSAU,,,,4013,,-0-,Y,N,2.0,0.0,
7B,12/22/80,"STROUBE PRODUCTION CO., INC.",Denson,,,,1,,Jones,Y,N,0.0,0.0,
5,12/17/80,WAINOCO OIL & GAS,W. E. Riley,,,,1,Burleson Hill (Bossier),Freestone,N,N,0.0,0.0,
7C,12/7/80,"METTS, D. A.",W. W. Owens,,,,1,Clara Couch,Crockett,N,Y,5.0,0.0,
8,12/5/80,AMOCO PRODUCTION COMPANY,B. E. Quinn,87438.0,,,1,Wildcat,Loving,N,N,0.0,0.0,
9,12/4/80,MITCHELL ENERGY,Lea Hill,,,,2,,Wise,N,N,0.0,0.0,
2,12/1/80,COLOGNE OIL COMPANY,"Christian Schaar ""B""",,,,5,,Victoria,N,N,0.0,0.0,
5,11/22/80,SUNDANCE OIL,George Fulton,,,,1,"Farrar, N.(Cotton Valley Lime)",Freestone,N,N,1.0,0.0,
3,11/11/80,"McCARTER, A. NELSON, INC.",Norris Mistrot,,,,1,Mykawa,Harris,N,N,0.0,0.0,
1,10/25/80,LADD PETROLEUM,Fitzsimmons,,,,3-46,,Dimmit,N,N,0.0,0.0,
6,10/16/80,HILL PRODUCTION COMPANY,Goldsberry,,,,2,Wildcat,Rusk,N,N,0.0,0.0,
6,10/15/80,McCORMICK OIL & GAS,Delta Gas Unit,,,,3,Oak Hill (Cotton Valley),Rusk,N,N,0.0,0.0,
4,10/15/80,PHILLIPS & SPRADLEY,Kirk Gas Unit,,,,A-1,E. White Point Reef,San Patricio,Y,N,0.0,0.0,
3,10/13/80,OIL LEASE OPERATING COMPANY,"Foster Lumber Company ""B""",,,,5,Coldsprings,San Jacinto,N,N,0.0,0.0,
3,10/10/80,HUMBLE EXPLORATION COMPANY,Thelma Soloman,,,,,Giddings,Fayette,N,N,0.0,0.0,
2,10/10/80,TANA OIL & GAS,Burns,,,,1,Wildcat,Live Oak,N,N,0.0,0.0,
2,10/9/80,GOLDKING PRODUCTION COMPANY,Jacob,,,,1,,Goliad,N,N,0.0,0.0,
3,10/7/80,"HUMBLE EXPLORATION CO., INC.",Suzanne Soloman,,,,1,Giddings,Fayette,N,N,0.0,0.0,
7C,9/20/80,HOUSTON OIL & MINERALS,Hoblit Jacobs,,,,1,Wildcat,Tom Green,N,N,0.0,0.0,
3,9/18/80,"WILLIAMS, CLAYTON W. JR.",John See,,,,2,,Burleson,N,N,0.0,0.0,
2,9/3/80,TXO MINERALS,H. H. Wallace,,,,404,,Live Oak,N,N,0.0,0.0,
2,9/2/80,KEN PETROLEUM,Marji,,,,1,Navidad,Jackson,Y,N,0.0,0.0,
7B,8/30/80,"WORLD PRODUCERS, INCORPORATED",Lester-Byrd,,,,4,,Parker,N,N,0.0,0.0,
2,8/25/80,PATHFINDER PETROLEUM,Oscar Gordon Estate,,,,10A,Lavaca River Field,Lavaca,N,N,0.0,0.0,
2,8/24/80,HANSON MINERALS COMPANY,Koehler Gas Unit,,,,1,Wildcat,Karnes,Y,N,0.0,0.0,
10,8/23/80,COLORADO INTERSTATE GAS CO.,Crawford,,,,C-3,,Moore,Y,N,3.0,0.0,
3,8/21/80,LASALLE ENERGY CORPORATION,Sue Ellen,,,,1,Giddings (Austin Chalk),Brazos,N,N,0.0,0.0,
1,8/18/80,C R B OIL,Lee,,,,3,Wildcat,Zavala,N,N,0.0,0.0,
8,8/8/80,GETTY OIL COMPANY,Univ. 32-21,,,,1,Little Joe (Ellenburger),Winkler,N,Y,0.0,0.0,
3,8/3/80,"COFFMAN, THOMAS D.",T. Stranger,,,,2,Giddings,Lee,N,N,0.0,0.0,
7B,7/27/80,GULF OIL EXPL. & PROD. CO.,Dwight Hamilton,65726.0,,,1,P. C. S. L. (Miss),Throckmorton,N,N,0.0,0.0,
10,7/14/80,CABOT CORPORATION,Cabot-Faulconer,,,,4-4,Panhandle Hutchinson,Hutchinson,N,N,0.0,0.0,
7C,7/8/80,TRACEY ENGINEERING COMPANY,"Vaughn Account ""25""",5473.0,,,1(SWD),"Texon, S. (Grayburg)",Reagan,N,N,0.0,0.0,
8,7/1/80,MR OIL COMPANY,Hamilton Brothers - St 17,,,,1,Wildcat,Reeves,N,Y,0.0,0.0,
5,6/27/80,"ORR, B. B.",George Abraham,,,,1,Harold B. Orr,Robertson,N,N,0.0,0.0,
5,6/16/80,TRIPLE L OPERATING COMPANY,Lavender,,,,1,Corsicana (Shallow),Navarro,Y,N,0.0,0.0,
6,6/10/80,GETTY OIL COMPANY,B. J. Johnson,,,,2,Carthage (Cotton Valley),Panola,N,N,0.0,0.0,
7B,6/8/80,RIO OIL & GAS,McClesky,,,,1,Eastland County Regular,Eastland,N,N,0.0,0.0,
3,6/7/80,ZAPATA EXPLORATION COMPANY,State Tract 446-L,,,,2,Offshore,Brazos,N,N,0.0,0.0,
7C,6/4/80,"CLARK, G. C.",J. G. Biles,6626.0,,,1,"P-C, SW (Strawn, Lower)",Menard,N,N,0.0,0.0,
3,6/3/80,SUE-ANN OPERATING COMPANY,Brautigam,,,,1,Walnut Creek (1700),Montgomery,N,N,0.0,0.0,
3,6/3/80,SUNOCO ENERGY DEVELOPMENT CO.,Uranium Test Hole,,,,A-77-2,E. Navidad River Project,Fayette,N,N,0.0,0.0,
1,5/28/80,VANDERBILT RESOURCES CORP.,Adam Cauthorn,,,,2,Vinegrone Strawn,Val Verde,N,N,0.0,0.0,
4,5/19/80,GOOD HOPE,Asche,,,,1,Wildcat,Zapata,Y,N,0.0,0.0,
7B,5/19/80,TEXAS PACIFIC OIL COMPANY,Robertson CSL,,,,6,Abbott (Marble Falls),Eastland,N,N,0.0,0.0,
3,5/17/80,MITCHELL ENERGY CORPORATION,State Tract 179-S,,,,3,Offshore,Galveston,N,N,0.0,0.0,
2,5/8/80,KILLAM & HURD,Hattenback,,,,1,Wildcat,Victoria,N,N,0.0,0.0,
3,5/6/80,"WILLIAMS, CLAYTON W., JR.",Rust,,,,2,Giddings,Burleson,Y,N,0.0,0.0,
3,4/29/80,PRAIRIE PRODUCING COMPANY,E. L. Summers,,,,2,"Rugley, SW",Matagorda,N,N,0.0,0.0,
8,4/24/80,FOREST OIL,"Anna K ""44""",,,,1,Wildcat,Loving,N,N,0.0,0.0,
7B,4/23/80,"GAGE, C. L., JR.",Robert Riggs et al,62073.0,,,2,Wildcat,Parker,Y,N,0.0,0.0,
8,4/15/80,WILSON BROTHERS LEASING CO.,"Wilson Ranch ""12""",,,,1,Wildcat,Pecos,N,Y,0.0,0.0,
8,4/14/80,"WILBANKS, BRUCE A.",Sulvan,,,,2,,Pecos,N,N,0.0,0.0,
3,4/13/80,"PETROMARK MINERALS, INC.","Arnim ""B""",,,,2,Giddings,Fayette,N,N,0.0,0.0,(2nd Blowout)
3,4/10/80,"PETROMARK MINERALS, INC.","Arnim ""B""",,,,2,Giddings,Fayette,N,N,0.0,0.0,
3,4/1/80,"GEODYNAMICS OIL & GAS, INC.",Junek,12732.0,,,1,Geo-Dyn (Austin Chalk),Burleson,N,N,0.0,0.0,
8,3/30/80,TEXAS OIL & GAS CORPORATION,"Girvin ""A""",87268.0,,,4,Chenot (Wolfcamp),Pecos,N,Y,0.0,0.0,
6,3/27/80,GETTY OIL COMPANY,S. S. Harris,,,,3,Carthage (Cotton Valley),Panola,N,N,0.0,0.0,
7B,3/25/80,TRANS-AMERICAN DEV. CORP.,J. Beck,,,,1,Brown Cty. Reg. (Marble Falls),Brown,N,N,0.0,0.0,
7B,3/17/80,"BUCHANAN, WAYMAN W.",Phillips,,,,1,Wildcat,Parker,N,N,0.0,0.0,
8,3/14/80,GETTY OIL COMPANY,Glenn S. Brunson 12-26,,,,1,Wildcat,Loving,Y,N,0.0,0.0,
7B,3/11/80,LOUISIANA CRUDE OIL & GAS,S & E Real Estate Corporation,,,,1,Wildcat,Stephens,Y,N,1.0,0.0,
3,2/29/80,ORANGE PETROLEUM COMPANY,Scales,,,,2,Orange,Orange,N,N,0.0,0.0,
6,2/11/80,K-SAM OIL COMPANY,S. D. Walker,,,,,East Texas,Gregg,N,N,0.0,0.0,
3,2/10/80,"MID-TEXAS PETROLEUM, INC.",Skipper,,,,1,Giddings,Fayette,Y,N,0.0,0.0,2nd Blowout
1,2/7/80,"PETRO AFFILIATES, INC.",Halsell,,,,2-576,Sacatosa (San Miguel),Maverick,N,N,0.0,0.0,
4,1/28/80,WESTERN GULF,Russ & Daimwood,,,,3,Clara Driscoll,Nueces,N,N,0.0,0.0,
3,1/21/80,"MID-TEXAS PETROLEUM, INC.",Skipper,,,,1,Giddings,Fayette,N,N,0.0,0.0,
2,1/20/80,PERRYMAN & MURCHISON,Sugarek,,,,1,Wildcat,Bee,N,N,0.0,0.0,
4,1/19/80,ABRAXAS PETROLEUM CORPORATION,Goldapp,,,,1,Wildcat,Jim Wells,N,N,0.0,0.0,
8A,1/13/80,R. K. PETROLEUM,Carter State,,,,1-R,Wildcat,Terry,N,N,0.0,0.0,(Relief Well)
4,1/7/80,"HAMILTON, J. R. & J. R. ARCHER",,,,,,,,,,,,
10,12/27/79,"TRIGG DRILLING COMPANY, INC.",McFatter,,,,1-78,Wildcat,Hemphill,N,Y,0.0,0.0,
5,12/20/79,TEXAS OIL & GAS CORP.,McSwain,,,,1,Wildcat & Bear Grass,Freestone,N,Y,0.0,0.0,
8,12/17/79,AMERICAN QUASAR PETROLEUM CO.,Covington,,,,1,Wildcat,Reeves,Y,N,0.0,0.0,
8A,12/8/79,R. K. PETROLEUM,Carter State,,,,1,Wildcat,Terry,N,N,0.0,0.0,
8,11/27/79,MOBIL PRODUCING TX & NM INC.,"F. Schlosser Estate ""B""",,,,1,(Devonian),Pecos,N,N,0.0,0.0,
6,11/15/79,ARCO OIL & GAS COMPANY,"Huey ""A""",,,,5,East Texas,Gregg,N,N,0.0,0.0,
4,11/15/79,SHELL OIL COMPANY,Weatherby-Wernecke,,,,,"Rosita, NW (Wilcox R)",Duval,N,N,0.0,0.0,
4,11/15/79,TEXACO,Luby,,,,14,Luby,Nueces,Y,N,6.0,0.0,
10,11/14/79,ARCO,Loesch,,,,3,Bradford (Cleveland),Lipscomb,N,N,0.0,0.0,
10,11/13/79,UNKNOWN OPERATOR,Sell,,,,113-A,Wildcat,Ochiltree,N,N,0.0,0.0,
2,11/5/79,COLOGNE PRODUCTION,Cartwright,,,,88,Wildcat (Mt. Lucas),Live Oak,N,N,0.0,0.0,
6,11/1/79,"HILLIARD OIL & GAS, INC.",Rawles et al,,,,1,Wildcat,Cass,N,N,0.0,0.0,
3,10/28/79,MORAN CORPORATION,Gibbs Brothers Fee,,,,2,Wildcat,Walker,N,N,0.0,0.0,
3,10/25/79,GOLDKING PRODUCTION COMPANY,Jackson,55084.0,,,1,Eaton (Wilcox) Wildcat,Colorado,N,N,0.0,0.0,
1,10/24/79,DILLEY PRODUCTION COMPANY,Las Vegas Ranch,,,,6,Los Quatros,Maverick,Y,N,0.0,0.0,
5,10/22/79,GRACE PETROLEUM CORPORATION,K. S. Savage,,,,,Bear Grass (C. V.) Lime,Leon,N,Y,1.0,1.0,
9,10/19/79,BRIDWELL OIL COMPANY,Richards Ranch,,,,2,Wildcat,Jack,N,N,0.0,0.0,
7B,10/18/79,"WORLD PRODUCERS, INCORPORATED",Clayton,,,,1,,Parker,N,N,0.0,0.0,
6,8/19/79,"MARSHALL EXPLORATION, INC.",W. B. Wiener,,,,1,Wildcat,Panola,N,N,0.0,0.0,
6,8/19/79,SEAGULL RESOURCES,Todd,,,,1,Wildcat,Panola,N,N,0.0,0.0,
1,8/4/79,HILL PRODUCTION COMPANY,Bufkin,,,,1,Tenny Creek,Caldwell,Y,Y,1.0,1.0,
4,8/3/79,SUN OIL,L. Wiederkehr,,,,191,Gov't. Wells N.,Duval,Y,N,0.0,0.0,
8A,7/27/79,"BONNER, BOBBY",Turner,,,,2,Wildcat,Borden,N,N,0.0,0.0,
2,7/23/79,MOBIL OIL CORPORATION,"West Ranch ""A""",3207.0,,,477,West Ranch,Jackson,N,N,0.0,0.0,
10,7/23/79,TEXAS OIL & GAS COMPANY,Stella Killebrew,,,,1,Parsell (U & L Morrow),Roberts,N,N,0.0,0.0,
2,7/4/79,NATIONAL OIL COMPANY,Fehgerly et al,,,,1,Tennis- Bell (Wilcox),De Witt,N,N,0.0,0.0,
8A,6/15/79,MABEE PETROLEUM,Frank Rogers,,,,1,,Lamb,N,N,0.0,0.0,
4,6/12/79,SAMEDAN OIL CORPORATION,State Tract 818L,,,,A-3,Mustang Island,Kleberg,N,N,0.0,0.0,
3,6/5/79,HUMBLE EXPLORATION COMPANY INC.,Hippolyte,,,,1,Giddings (Austin Chalk),Washington,N,N,0.0,0.0,
8,5/25/79,"TEXACO, INCORPORATED",Cornell Knight,45043.0,,,1,Greasewood (Siluro-Dev.),Reeves,N,Y,0.0,0.0,
6,5/2/79,ARKLA GAS COMPANY,Cromer Gas Unit #4,,,,WSW,Rodessa,Marion,N,N,0.0,0.0,Water Supply Well
8,4/28/79,RIAL OIL COMPANY,"Sealy & Smith ""88""",,,,1,Arenoso (Strawn Detritus),Winkler,N,N,0.0,0.0,
6,4/15/79,DELTA DRILLING COMPANY,Twomey Heirs,71304.0,,,1,"Carthage, SE (Cotton Valley)",Panola,N,N,0.0,0.0,
4,4/11/79,"EXXON COMPANY, U.S.A.",S. K. East Estate,,,,1,Wildcat,Kenedy,Y,Y,0.0,0.0,
8,3/23/79,MOBIL OIL CORPORATION,J. Logan Abernathy,,,,1,Wildcat (Fusselman),Loving,N,Y,0.0,0.0,
8,3/16/79,"WF COMPANY, LTD.",TXL -A-,6214.0,,,23W,Snyder,Howard,N,N,0.0,0.0,
2,3/9/79,"BAXTER, MURPHY H.",State Tract 20A,,,,1-A,Lavaca Bay,Calhoun,Y,N,0.0,0.0,
6,3/1/79,ALGORD OIL COMPANY,Black Cypress State,,,,1,Rodessa,Marion,N,N,0.0,0.0,
7B,3/1/79,"DOMINY, CHARLES F.",Baugh,,,,3,,Coleman,N,N,0.0,0.0,
1,3/1/79,"WINN, C. C.",Smyth,,,,A-5,Batesville,Zavala,N,N,0.0,0.0,
2,2/27/79,TEXAS OIL & GAS,Egg,,,,A-1,"Meyersville, N.",De Witt,Y,N,2.0,0.0,
2,2/23/79,PALMCO MANAGEMENT,Lee,,,,1,Wildcat,Live Oak,N,N,0.0,0.0,
8A,2/10/79,HAMILTON BROTHERS OIL COMPANY,Wallace,,,,1,Wildcat,Kent,N,N,0.0,0.0,(Well Washed Out @ 75')
8A,2/9/79,AMOCO,East RKM Unit,,,,60,Slaughter,Hockley,N,N,0.0,0.0,
2,2/4/79,NATIONAL OIL COMPANY,Zengerle,,,,1,,De Witt,N,N,0.0,0.0,
4,1/31/79,CONOCO,Gutierrez,,,,3,Hundido,Zapata,Y,N,0.0,0.0,
8A,1/27/79,GETTY OIL COMPANY,Jameson,,,,2,"GMK, S (San Andres)",Gaines,Y,N,1.0,0.0,
3,1/24/79,"BETTIS, BOYLE & STOVALL",W. D. Gordon,,,,1,Spindletop,Jefferson,Y,N,0.0,0.0,
7B,1/19/79,ARLEDGE PETROLEUM CORPORATION,King-Humphrey,,,,2,Wildcat,Eastland,Y,N,2.0,0.0,
2,1/14/79,"ENGELKE, R. H. & FRANK BRUNNER",A. F. Schiftbauer,,,,1,Wildcat,Victoria,Y,N,0.0,0.0,
2,1/9/79,PATTON OIL COMPANY,Clayton Queen City B,,,,20,Clayton Queen City,Live Oak,Y,N,0.0,0.0,
4,12/31/78,PATRICK PETROLEUM COMPANY,State Tract 774-L,,,,2,Wildcat,Nueces,N,N,4.0,0.0,
1,12/19/78,BLACKROCK OIL & GAS COMPANY,Smyth,,,,5,Wildcat,Zavala,Y,N,0.0,0.0,
3,12/15/78,HNG OIL COMPANY,Temple,,,,4,Wildcat,Trinity,N,N,0.0,0.0,
3,12/5/78,TENNECO OIL COMPANY,Kingsbury,,,,3-A,Livingston,Polk,Y,N,0.0,0.0,
1,11/22/78,WINN EXPLORATION,Spiller,,,,1,,Zavala,Y,N,0.0,0.0,
7B,10/31/78,GULF ENERGY PRODUCING COMPANY,Hart Ranch,,,,869-1,,Palo Pinto,Y,N,0.0,0.0,
1,10/30/78,WINN EXPLORATION,Leddy,,,,1,Los Cuatros,Maverick,Y,N,0.0,0.0,
4,10/22/78,GOOD HOPE REFINERIES,La Perla,,,,21,Wildcat,Zapata,N,N,0.0,0.0,
4,10/19/78,ATLANTIC RICHFIELD COMPANY,Swallow Gas Unit,,,,4-X,Donna,Hidalgo,Y,N,0.0,0.0,
9,10/18/78,CROMERA OIL & GAS COMPANY,Halsell Brothers,,,,1,Acro (Congl.),Jack,N,N,0.0,0.0,
6,10/12/78,EXXON,Ned Parrish,,,,1,Wildcat,Upshur,N,N,0.0,0.0,
2,10/12/78,KILROY COMPANY OF TEXAS,Kittie W. Burns etal G.U.,,,,1,Kittie Burns (9600),Live Oak,N,N,0.0,0.0,
4,10/6/78,EXXON,Santa Fe Ranch,,,,42,Santa Fe Ranch,Brooks,N,Y,0.0,0.0,
7C,10/4/78,LECLAIR OPERATING,W. D. Walker,,,,1,Walker Grant Strawn,McCulloch,N,N,0.0,0.0,
3,9/21/78,AMOCO PRODUCTION COMPANY,Keith & Dowlen,,,,27,"Beaumont, West",Jefferson,N,N,0.0,0.0,
4,9/5/78,EXXON CORPORATION,Sarita Oil and Gas Unit,,,,144,Sarita,Kenedy,Y,Y,0.0,0.0,
2,9/4/78,RANGER OIL & GAS,Clark,,,,1,Wildcat - Christmas Field Area,De Witt,N,N,0.0,0.0,
3,9/2/78,"GLENN, WAYNE E. ASSOC., INC.",Beaman,11981.0,,,1,Giddings (Austin Chalk),Lee,N,N,0.0,0.0,
8A,9/2/78,MOBIL OIL CORPORATION,Tom May,61682.0,,,31,"G-M-K, S. (San Andres)",Gaines,Y,N,0.0,0.0,
4,8/15/78,ATLANTIC RICHFIELD COMPANY,Swallow Gas Unit,,,,4,Donna,Hidalgo,N,N,0.0,0.0,
6,8/9/78,PENNZOIL,Spring Valley Ranch Inc.,,,,1,Wildcat,Shelby,N,N,0.0,0.0,
